yyyymm,Y,LY,DY,EP,DE,b/m,tbl,dfy,lty,dfr,ntis,infl,ltr,TMS,DP,svar
193810,-0.026207,0.0790,2.9935,-3.0453,-0.0270,0.5819547881,0.0005,-0.0167,0.0254,-0.0007,0.0079325974,-0.0070921986,0.0087,0.0082,-3.0722,0.0044044304
193811,0.044810,-0.0262,3.0383,-3.0007,-0.1231,0.5893739154,0.0004,-0.0733,0.0257,0.0059,0.0085352672,0.0000000000,-0.0022,-0.0026,-3.1238,0.0046441678
193812,-0.070506,0.0448,3.1608,-3.0273,-0.2271,0.5720393884,0.0003,-0.1300,0.0252,0.0042,0.0057217127,0.0000000000,0.0080,0.0077,-3.2543,0.0022909395
193901,0.039292,-0.0705,3.1829,-2.9201,-0.2564,0.6142181413,0.0003,-0.1500,0.0249,-0.0037,-0.0036013643,0.0000000000,0.0059,0.0056,-3.1764,0.0072954961
193902,-0.134821,0.0393,3.2084,-2.9175,-0.2845,0.5994568907,0.0003,-0.1700,0.0245,-0.0016,0.0006149354,-0.0071428571,0.0080,0.0077,-3.2020,0.0032916439
193903,-0.006611,-0.1348,3.0564,-2.7386,-0.3114,0.6606492718,0.0003,-0.1900,0.0237,-0.0103,-0.0012606856,0.0000000000,0.0125,0.0122,-3.0500,0.0085387031
193904,0.069557,-0.0066,3.0445,-2.7099,-0.3283,0.6784545879,0.0003,-0.2033,0.0229,-0.0054,-0.0018831933,-0.0071942446,0.0118,0.0115,-3.0381,0.0092032923
193905,-0.061810,0.0696,3.0985,-2.7476,-0.3446,0.6303372413,0.0003,-0.2167,0.0217,-0.0122,-0.0023543238,0.0000000000,0.0171,0.0168,-3.0922,0.0035590915
193906,0.111310,-0.0618,3.0263,-2.6595,-0.3604,0.6667687361,0.0003,-0.2300,0.0221,0.0062,-0.0000863519,0.0000000000,-0.0027,-0.0030,-3.0200,0.0032023428
193907,-0.067551,0.1113,3.1231,-2.7410,-0.3634,0.6079854809,0.0004,-0.2367,0.0213,-0.0120,-0.0015621881,0.0000000000,0.0113,0.0109,-3.1044,0.0043046092
193908,0.181167,-0.0676,3.0303,-2.6456,-0.3663,0.6480172606,0.0005,-0.2433,0.0231,-0.0191,-0.0030065253,0.0000000000,-0.0201,-0.0206,-3.0120,0.0071372431
193909,-0.016887,0.1812,3.1643,-2.7772,-0.3691,0.5800479489,0.0014,-0.2500,0.0278,0.0696,-0.0021095516,0.0217391304,-0.0545,-0.0559,-3.1463,0.0156839071
193910,-0.040532,-0.0169,3.1316,-2.7261,-0.3704,0.5734790624,0.0005,-0.2600,0.0247,-0.0173,-0.0018527882,-0.0070921986,0.0410,0.0405,-3.0965,0.0018467448
193911,0.028177,-0.0405,3.0462,-2.6407,-0.3716,0.5978447388,0.0005,-0.2700,0.0236,-0.0083,-0.0016991367,0.0000000000,0.0162,0.0157,-3.0123,0.0012842376
193912,-0.035927,0.0282,3.0358,-2.6303,-0.3727,0.5807053804,0.0004,-0.2800,0.0226,-0.0067,0.0025507841,0.0000000000,0.0145,0.0141,-3.0030,0.0010730021
194001,0.013139,-0.0359,2.9671,-2.5616,-0.4001,0.5993256726,0.0001,-0.3067,0.0229,0.0066,0.0077727052,-0.0071428571,-0.0017,-0.0018,-2.9617,0.0014780456
194002,0.013561,0.0131,2.9684,-2.5365,-0.4265,0.5943769619,0.0002,-0.3333,0.0228,-0.0006,0.0048402619,0.0071942446,0.0027,0.0025,-2.9630,0.0004895058
194003,-0.004478,0.0136,2.9729,-2.5156,-0.4520,0.6479598753,0.0002,-0.3600,0.0215,-0.0128,0.0056787088,0.0000000000,0.0177,0.0175,-2.9676,0.0007091118
194004,-0.231480,-0.0045,2.9627,-2.4940,-0.4582,0.6440746480,0.0002,-0.3700,0.0220,-0.0057,0.0058486658,0.0000000000,-0.0035,-0.0037,-2.9521,0.0011922770
194005,0.083035,-0.2315,2.6783,-2.2037,-0.4642,0.8225778696,0.0006,-0.3800,0.0246,0.0278,0.0066101852,0.0000000000,-0.0299,-0.0305,-2.6679,0.0186685676
194006,0.033090,0.0830,2.7417,-2.2614,-0.4700,0.7832213665,0.0010,-0.3900,0.0227,-0.0137,0.0063697907,0.0071428571,0.0258,0.0248,-2.7314,0.0097970174
194007,0.035421,0.0331,2.7620,-2.2792,-0.4725,0.7578880609,0.0005,-0.3967,0.0224,-0.0031,0.0081091893,-0.0070921986,0.0052,0.0047,-2.7518,0.0013236754
194008,0.014221,0.0354,2.7777,-2.2925,-0.4750,0.7417752948,0.0004,-0.4033,0.0223,-0.0021,0.0090864626,0.0000000000,0.0028,0.0024,-2.7676,0.0035608428
194009,0.041468,0.0142,2.7770,-2.2895,-0.4774,0.7207478890,0.0005,-0.4100,0.0215,-0.0018,0.0096469388,0.0000000000,0.0110,0.0105,-2.7670,0.0029438369
194010,-0.029431,0.0415,2.8056,-2.3375,-0.4681,0.7101998366,0.0002,-0.4000,0.0214,0.0018,0.0094148326,0.0000000000,0.0031,0.0029,-2.8056,0.0014650609
194011,0.002927,-0.0294,2.7623,-2.3035,-0.4587,0.7352149504,0.0002,-0.3900,0.0199,-0.0142,0.0101576525,0.0000000000,0.0205,0.0203,-2.7623,0.0059142110
194012,-0.045555,0.0029,2.7594,-2.3102,-0.4493,0.7290475101,0.0002,-0.3800,0.0194,-0.0090,0.0125891885,0.0071428571,0.0067,0.0065,-2.7594,0.0005078424
194101,-0.004729,-0.0456,2.7100,-2.2576,-0.4475,0.7701603158,0.0002,-0.3800,0.0213,0.0207,0.0108534140,0.0000000000,-0.0201,-0.0203,-2.7051,0.0018551123
194102,0.008872,-0.0047,2.6901,-2.2394,-0.4457,0.7837992949,0.0004,-0.3800,0.0213,-0.0014,0.0107702342,0.0000000000,0.0020,0.0016,-2.6851,0.0027518140
194103,-0.062152,0.0089,2.6892,-2.2403,-0.4439,0.8042698827,0.0011,-0.3800,0.0206,-0.0118,0.0100605750,0.0070921986,0.0096,0.0085,-2.6842,0.0013646264
194104,0.013184,-0.0622,2.6168,-2.1634,-0.4484,0.8542496105,0.0010,-0.3867,0.0196,-0.0051,0.0104815348,0.0070422535,0.0129,0.0119,-2.6119,0.0017671007
194105,0.058851,0.0132,2.6161,-2.1584,-0.4529,0.8491783533,0.0011,-0.3933,0.0195,0.0022,0.0099236032,0.0069930070,0.0027,0.0016,-2.6113,0.0015744619
194106,0.057106,0.0589,2.6634,-2.2013,-0.4572,0.8015267176,0.0012,-0.4000,0.0191,-0.0003,0.0089675066,0.0208333333,0.0066,0.0054,-2.6585,0.0011809091
194107,-0.001113,0.0571,2.7119,-2.2245,-0.4825,0.7663638481,0.0012,-0.4300,0.0191,0.0041,0.0090298599,0.0000000000,0.0022,0.0010,-2.7071,0.0012129739
194108,-0.007351,-0.0011,2.6984,-2.1866,-0.5070,0.7745428863,0.0013,-0.4600,0.0190,0.0016,0.0107250203,0.0136054422,0.0018,0.0005,-2.6936,0.0005131798
194109,-0.064602,-0.0074,2.6838,-2.1484,-0.5306,0.7782684119,0.0010,-0.4900,0.0193,0.0060,0.0102838552,0.0134228188,-0.0012,-0.0022,-2.6791,0.0009754417
194110,-0.024916,-0.0646,2.6080,-2.0858,-0.5174,0.8377185537,0.0009,-0.4767,0.0182,-0.0106,0.0116872081,0.0132450331,0.0140,0.0131,-2.6032,0.0013100965
194111,-0.038843,-0.0249,2.5602,-2.0513,-0.5042,0.8608058608,0.0028,-0.4633,0.0186,-0.0065,0.0103646245,0.0065359477,-0.0029,-0.0057,-2.5555,0.0012858981
194112,0.022276,-0.0388,2.5094,-2.0138,-0.4909,0.8895097332,0.0033,-0.4500,0.0204,0.0183,0.0103428263,0.0064935065,-0.0177,-0.0210,-2.5047,0.0066808135
194201,-0.017647,0.0223,2.5184,-2.0626,-0.4653,0.9021113244,0.0027,-0.4167,0.0247,-0.0063,0.0089351822,0.0129032258,0.0069,0.0042,-2.5278,0.0022049532
194202,-0.064068,-0.0176,2.5025,-2.0736,-0.4384,0.9260649278,0.0025,-0.3833,0.0247,-0.0019,0.0093501527,0.0063694268,0.0011,-0.0014,-2.5120,0.0012608247
194203,-0.037988,-0.0641,2.4421,-2.0415,-0.4103,1.0348638601,0.0025,-0.3500,0.0244,-0.0029,0.0101204616,0.0126582278,0.0092,0.0067,-2.4518,0.0031061137
194204,0.070339,-0.0380,2.4071,-2.0162,-0.4055,1.0802307289,0.0032,-0.3400,0.0246,0.0035,0.0110048192,0.0062500000,-0.0029,-0.0061,-2.4217,0.0024409752
194205,0.023544,0.0703,2.4837,-2.0980,-0.4005,1.0210150674,0.0037,-0.3300,0.0243,-0.0055,0.0105251730,0.0124223602,0.0075,0.0038,-2.4985,0.0015923892
194206,0.036031,0.0235,2.5167,-2.1365,-0.3953,0.9967098897,0.0037,-0.3200,0.0244,0.0031,0.0101983055,0.0000000000,0.0003,-0.0034,-2.5318,0.0012004676
194207,0.015346,0.0360,2.5626,-2.1810,-0.4020,0.9742716610,0.0038,-0.3200,0.0244,0.0002,0.0084862716,0.0061349693,0.0018,-0.0020,-2.5830,0.0020886578
194208,0.032449,0.0153,2.5900,-2.2019,-0.4090,0.9686824038,0.0038,-0.3200,0.0244,-0.0003,0.0071526483,0.0060975610,0.0038,0.0000,-2.6108,0.0006270321
194209,0.067867,0.0324,2.6372,-2.2423,-0.4162,0.9440014664,0.0038,-0.3200,0.0244,0.0017,0.0062435384,0.0000000000,0.0003,-0.0035,-2.6585,0.0004725220
194210,-0.004392,0.0679,2.7209,-2.2733,-0.4638,0.9074889868,0.0038,-0.3600,0.0244,-0.0018,0.0044262784,0.0121212121,0.0024,-0.0014,-2.7371,0.0012735961
194211,0.057537,-0.0044,2.7232,-2.2289,-0.5108,0.8995633188,0.0038,-0.4000,0.0247,0.0041,0.0050957059,0.0059880240,-0.0035,-0.0073,-2.7398,0.0009920566
194212,0.072434,0.0575,2.7901,-2.2498,-0.5572,0.8626465662,0.0038,-0.4400,0.0246,0.0000,0.0018120043,0.0059523810,0.0049,0.0011,-2.8069,0.0007913905
194301,0.058503,0.0724,2.8761,-2.3061,-0.5701,0.8213061159,0.0038,-0.4533,0.0245,0.0016,0.0020883053,0.0000000000,0.0033,-0.0005,-2.8761,0.0007448683
194302,0.059404,0.0585,2.9255,-2.3428,-0.5828,0.7940790995,0.0038,-0.4667,0.0246,0.0011,0.0025699914,0.0000000000,-0.0005,-0.0043,-2.9255,0.0008195966
194303,0.003588,0.0594,2.9769,-2.3816,-0.5953,0.7834809988,0.0038,-0.4800,0.0247,0.0011,0.0018918598,0.0177514793,0.0009,-0.0029,-2.9769,0.0013687759
194304,0.052698,0.0036,2.9778,-2.3732,-0.6046,0.7897844700,0.0038,-0.4900,0.0246,0.0001,0.0012510459,0.0116279070,0.0048,0.0010,-2.9778,0.0024921939
194305,0.021689,0.0527,3.0217,-2.4079,-0.6138,0.7578977192,0.0038,-0.5000,0.0244,-0.0002,0.0009461828,0.0057471264,0.0050,0.0012,-3.0217,0.0010895496
194306,-0.053092,0.0217,3.0413,-2.4183,-0.6229,0.7462686567,0.0038,-0.5100,0.0244,0.0030,0.0012001053,0.0000000000,0.0018,-0.0020,-3.0413,0.0010691580
194307,0.016232,-0.0531,2.9855,-2.3686,-0.6112,0.7795992714,0.0038,-0.5000,0.0245,0.0020,0.0178236432,-0.0057142857,-0.0001,-0.0039,-2.9799,0.0024333612
194308,0.027498,0.0162,2.9901,-2.3850,-0.5995,0.7831942615,0.0038,-0.4900,0.0245,-0.0002,0.0139543192,-0.0057471264,0.0021,-0.0017,-2.9845,0.0017066360
194309,-0.011650,0.0275,3.0079,-2.4146,-0.5878,0.7636311733,0.0038,-0.4800,0.0246,-0.0006,0.0136934780,0.0057803468,0.0011,-0.0027,-3.0024,0.0006080398
194310,-0.067052,-0.0117,2.9890,-2.4454,-0.5381,0.7737363511,0.0038,-0.4300,0.0247,-0.0014,0.0168695396,0.0000000000,0.0005,-0.0033,-2.9835,0.0007641571
194311,0.070305,-0.0671,2.9050,-2.4131,-0.4864,0.8258084433,0.0038,-0.3800,0.0248,-0.0023,0.0190809369,0.0000000000,0.0000,-0.0038,-2.8995,0.0020016000
194312,0.018622,0.0703,2.9568,-2.5189,-0.4324,0.7874015748,0.0038,-0.3300,0.0248,0.0031,0.0144225392,0.0000000000,0.0018,-0.0020,-2.9513,0.0009885940
194401,0.006479,0.0186,2.9666,-2.5378,-0.4234,0.7787481805,0.0038,-0.3233,0.0248,-0.0001,0.0192532313,0.0000000000,0.0021,-0.0017,-2.9612,0.0006398349
194402,0.021313,0.0065,2.9586,-2.5388,-0.4144,0.7850330154,0.0038,-0.3167,0.0247,0.0002,0.0194938382,0.0000000000,0.0032,-0.0006,-2.9532,0.0006426372
194403,-0.012427,0.0213,2.9700,-2.5591,-0.4055,0.8138864880,0.0038,-0.3100,0.0247,0.0027,0.0191453273,0.0000000000,0.0021,-0.0017,-2.9646,0.0006364084
194404,0.048841,-0.0124,2.9521,-2.5502,-0.3965,0.8296013509,0.0038,-0.3033,0.0248,0.0021,0.0200775934,0.0057471264,0.0013,-0.0025,-2.9467,0.0007641629
194405,0.054574,0.0488,2.9863,-2.5934,-0.3876,0.7944319460,0.0038,-0.2967,0.0247,-0.0023,0.0183973570,0.0000000000,0.0028,-0.0010,-2.9810,0.0004119055
194406,-0.019470,0.0546,3.0307,-2.6468,-0.3787,0.7615581615,0.0038,-0.2900,0.0248,0.0012,0.0182017700,0.0057142857,0.0008,-0.0030,-3.0254,0.0007175889
194407,0.014700,-0.0195,3.0044,-2.6330,-0.3661,0.7733899117,0.0038,-0.2800,0.0247,-0.0002,0.0043229355,0.0056818182,0.0036,-0.0002,-2.9991,0.0009396738
194408,-0.000692,0.0147,3.0078,-2.6490,-0.3535,0.7687597796,0.0038,-0.2700,0.0247,0.0007,0.0080697969,0.0000000000,0.0027,-0.0011,-3.0025,0.0005599877
194409,0.002435,-0.0007,2.9994,-2.6532,-0.3409,0.7723327182,0.0038,-0.2600,0.0247,0.0005,0.0089627545,0.0000000000,0.0014,-0.0024,-2.9942,0.0011155149
194410,0.017327,0.0024,2.9942,-2.6422,-0.3520,0.7711731386,0.0038,-0.2700,0.0247,0.0007,0.0065103663,0.0000000000,0.0012,-0.0026,-2.9942,0.0006752183
194411,0.044778,0.0173,2.9981,-2.6352,-0.3629,0.7669856784,0.0038,-0.2800,0.0247,0.0024,0.0057829454,0.0000000000,0.0024,-0.0014,-2.9981,0.0004242975
194412,0.011901,0.0448,3.0325,-2.6588,-0.3737,0.7437635753,0.0038,-0.2900,0.0246,0.0107,0.0190624465,0.0056497175,0.0042,0.0004,-3.0325,0.0008722726
194501,0.069472,0.0119,3.0468,-2.6623,-0.3792,0.7353419666,0.0038,-0.2967,0.0240,-0.0051,0.0164538969,0.0000000000,0.0127,0.0089,-3.0416,0.0009244634
194502,-0.041685,0.0695,3.1014,-2.7116,-0.3846,0.7044887781,0.0038,-0.3033,0.0236,-0.0031,0.0148360524,0.0000000000,0.0077,0.0039,-3.0962,0.0006548519
194503,0.090524,-0.0417,3.0489,-2.6538,-0.3900,0.7678826431,0.0038,-0.3100,0.0236,-0.0003,0.0159625278,0.0000000000,0.0021,-0.0017,-3.0438,0.0018874417
194504,0.020041,0.0905,3.1281,-2.7244,-0.4038,0.7150628627,0.0038,-0.3233,0.0228,-0.0142,0.0150858689,0.0000000000,0.0160,0.0122,-3.1281,0.0013982781
194505,0.002380,0.0200,3.1395,-2.7221,-0.4174,0.7029114676,0.0038,-0.3367,0.0226,-0.0067,0.0197732119,0.0056179775,0.0056,0.0018,-3.1395,0.0009209599
194506,-0.021539,0.0024,3.1362,-2.7054,-0.4308,0.7188430455,0.0038,-0.3500,0.0217,-0.0137,0.0194663167,0.0111731844,0.0169,0.0131,-3.1362,0.0008661648
194507,0.059852,-0.0215,3.1159,-2.6885,-0.4223,0.7263015717,0.0038,-0.3433,0.0224,0.0075,0.0204374124,0.0000000000,-0.0086,-0.0124,-3.1108,0.0018141108
194508,0.046361,0.0599,3.1672,-2.7482,-0.4139,0.6787538011,0.0038,-0.3367,0.0223,-0.0022,0.0189451030,0.0000000000,0.0026,-0.0012,-3.1621,0.0020966469
194509,0.030815,0.0464,3.2031,-2.7926,-0.4055,0.6568208317,0.0038,-0.3300,0.0221,-0.0022,0.0176069197,0.0000000000,0.0054,0.0016,-3.1981,0.0014385546
194510,0.044950,0.0308,3.2279,-2.8326,-0.3953,0.6339764202,0.0038,-0.3200,0.0216,-0.0072,0.0185809993,0.0000000000,0.0104,0.0066,-3.2279,0.0009811839
194511,0.011133,0.0450,3.2598,-2.8748,-0.3851,0.6178836310,0.0038,-0.3100,0.0210,-0.0093,0.0189340334,0.0000000000,0.0125,0.0087,-3.2598,0.0014482715
194512,0.069504,0.0111,3.2697,-2.8950,-0.3747,0.6132393344,0.0038,-0.3000,0.0199,-0.0061,0.0255252783,0.0055248619,0.0194,0.0156,-3.2697,0.0015383170
194601,-0.065171,0.0695,3.3371,-2.9834,-0.3436,0.5780036156,0.0038,-0.2733,0.0199,0.0103,0.0279694968,0.0000000000,0.0025,-0.0013,-3.3270,0.0026451685
194602,0.049118,-0.0652,3.2550,-2.9329,-0.3121,0.6223367878,0.0038,-0.2467,0.0198,0.0002,0.0310909521,-0.0054945055,0.0032,-0.0006,-3.2451,0.0059424130
194603,0.035748,0.0491,3.2903,-3.0002,-0.2803,0.6148526759,0.0038,-0.2200,0.0198,0.0024,0.0311878756,0.0110497238,0.0010,-0.0028,-3.2805,0.0014965734
194604,0.028785,0.0357,3.3174,-3.0596,-0.2578,0.5934129709,0.0038,-0.2000,0.0207,0.0092,0.0313068280,0.0054644809,-0.0135,-0.0173,-3.3174,0.0010777341
194605,-0.035289,0.0288,3.3395,-3.1047,-0.2348,0.5780101752,0.0038,-0.1800,0.0209,0.0031,0.0319999197,0.0054347826,-0.0012,-0.0050,-3.3395,0.0012724951
194606,-0.027350,-0.0353,3.2996,-3.0883,-0.2113,0.5967318354,0.0038,-0.1600,0.0206,-0.0051,0.0335915715,0.0108108108,0.0070,0.0032,-3.2996,0.0014817412
194607,-0.068855,-0.0274,3.2738,-3.0429,-0.2261,0.6087517365,0.0038,-0.1733,0.0209,0.0028,0.0391749876,0.0588235294,-0.0040,-0.0078,-3.2689,0.0017038857
194608,-0.104113,-0.0689,3.1932,-2.9478,-0.2405,0.6485543633,0.0038,-0.1867,0.0217,0.0023,0.0432676449,0.0202020202,-0.0111,-0.0149,-3.1883,0.0019801137
194609,-0.005636,-0.1041,3.0813,-2.8219,-0.2545,0.7116343812,0.0038,-0.2000,0.0219,-0.0017,0.0491119446,0.0099009901,-0.0009,-0.0047,-3.0764,0.0160250152
194610,-0.003801,-0.0056,3.0684,-2.7521,-0.3066,0.7253916642,0.0038,-0.2500,0.0216,-0.0054,0.0485974813,0.0196078431,0.0074,0.0036,-3.0588,0.0061160954
194611,0.046818,-0.0038,3.0473,-2.6825,-0.3552,0.7226999647,0.0038,-0.3000,0.0220,0.0029,0.0480722812,0.0240384615,-0.0054,-0.0092,-3.0377,0.0039143490
194612,0.022013,0.0468,3.0798,-2.6696,-0.4008,0.6924379233,0.0038,-0.3500,0.0212,-0.0032,0.0360760605,0.0093896714,0.0145,0.0107,-3.0703,0.0027155077
194701,-0.008307,0.0220,3.0936,-2.6289,-0.4600,0.6800044336,0.0038,-0.4167,0.0214,0.0011,0.0315384626,0.0000000000,-0.0006,-0.0044,-3.0889,0.0021117215
194702,-0.015008,-0.0083,3.0741,-2.5540,-0.5155,0.6858580212,0.0038,-0.4833,0.0214,-0.0016,0.0301026572,0.0000000000,0.0021,-0.0017,-3.0695,0.0013641434
194703,-0.039560,-0.0150,3.0525,-2.4803,-0.5675,0.7415349887,0.0038,-0.5500,0.0213,0.0047,0.0310199797,0.0186046512,0.0020,-0.0018,-3.0478,0.0024112826
194704,-0.000990,-0.0396,3.0082,-2.3970,-0.5928,0.7700421941,0.0038,-0.5933,0.0217,0.0057,0.0313459749,0.0000000000,-0.0037,-0.0075,-2.9898,0.0023073615
194705,0.053991,-0.0010,2.9808,-2.3462,-0.6166,0.7763663220,0.0038,-0.6367,0.0216,-0.0013,0.0258943070,0.0000000000,0.0033,-0.0005,-2.9628,0.0025450853
194706,0.039572,0.0540,3.0141,-2.3573,-0.6391,0.7411167513,0.0038,-0.6800,0.0216,-0.0006,0.0264727428,0.0045662100,0.0010,-0.0028,-2.9964,0.0019587785
194707,-0.023076,0.0396,3.0319,-2.3677,-0.6512,0.7173272191,0.0066,-0.7067,0.0214,-0.0043,0.0206405097,0.0090909091,0.0063,-0.0003,-3.0188,0.0019774476
194708,-0.009928,-0.0231,2.9905,-2.3148,-0.6628,0.7346938776,0.0075,-0.7333,0.0210,-0.0152,0.0231767917,0.0135135135,0.0081,0.0006,-2.9776,0.0008243998
194709,0.020578,-0.0099,2.9638,-2.2771,-0.6740,0.7403233985,0.0080,-0.7600,0.0213,-0.0087,0.0240585500,0.0222222222,-0.0044,-0.0124,-2.9511,0.0013854969
194710,-0.017633,0.0206,2.9720,-2.2852,-0.6659,0.7227325230,0.0085,-0.7633,0.0217,-0.0062,0.0230185724,0.0000000000,-0.0037,-0.0122,-2.9512,0.0008695376
194711,0.030784,-0.0176,2.9222,-2.2436,-0.6581,0.7319926466,0.0092,-0.7667,0.0229,0.0076,0.0259081445,0.0043478261,-0.0174,-0.0266,-2.9018,0.0004759608
194712,-0.037743,0.0308,2.9222,-2.2516,-0.6506,0.7253256790,0.0095,-0.7700,0.0243,0.0216,0.0259215953,0.0129870130,-0.0192,-0.0287,-2.9022,0.0011073046
194801,-0.040232,-0.0377,2.8615,-2.1904,-0.6671,0.7518883040,0.0097,-0.8000,0.0243,0.0004,0.0277653867,0.0128205128,0.0020,-0.0077,-2.8576,0.0010488640
194802,0.081440,-0.0402,2.8095,-2.1222,-0.6833,0.7877697842,0.0100,-0.8300,0.0241,-0.0007,0.0291344010,-0.0084388186,0.0046,-0.0054,-2.8055,0.0017556377
194803,0.030821,0.0814,2.8798,-2.1769,-0.6990,0.8414221219,0.0100,-0.8600,0.0241,0.0081,0.0271870255,-0.0042553191,0.0034,-0.0066,-2.8759,0.0020820213
194804,0.084014,0.0308,2.9021,-2.1742,-0.7278,0.8259930198,0.0100,-0.9100,0.0239,-0.0007,0.0274539336,0.0170940171,0.0045,-0.0055,-2.9021,0.0005519692
194805,0.007665,0.0840,2.9773,-2.2215,-0.7558,0.7816923561,0.0100,-0.9600,0.0231,-0.0133,0.0255781215,0.0042016807,0.0141,0.0041,-2.9773,0.0014527575
194806,-0.052296,0.0077,2.9803,-2.1972,-0.7831,0.7869735036,0.0100,-1.0100,0.0238,0.0001,0.0238936692,0.0083682008,-0.0084,-0.0184,-2.9803,0.0009070567
194807,0.015539,-0.0523,2.9257,-2.1056,-0.8122,0.8222577621,0.0100,-1.0733,0.0241,-0.0031,0.0221793200,0.0124481328,-0.0021,-0.0121,-2.9179,0.0027669911
194808,-0.027016,0.0155,2.9254,-2.0776,-0.8401,0.8205382202,0.0106,-1.1367,0.0242,0.0054,0.0192268027,0.0040983607,0.0001,-0.0105,-2.9177,0.0011851393
194809,0.070041,-0.0270,2.8871,-2.0126,-0.8668,0.8362310712,0.0109,-1.2000,0.0242,0.0010,0.0191280822,0.0000000000,0.0014,-0.0095,-2.8795,0.0023955016
194810,-0.098332,0.0700,2.9450,-2.0434,-0.8789,0.7919056724,0.0112,-1.2533,0.0243,0.0017,0.0181337410,-0.0040816327,0.0007,-0.0105,-2.9223,0.0008275633
194811,0.035952,-0.0983,2.8078,-1.8952,-0.8903,0.8709112150,0.0114,-1.3067,0.0239,0.0009,0.0177915373,-0.0081967213,0.0076,-0.0038,-2.7856,0.0061589031
194812,0.002676,0.0360,2.8156,-1.8927,-0.9011,0.8409475465,0.0116,-1.3600,0.0237,0.0075,0.0150145541,-0.0041322314,0.0056,-0.0060,-2.7939,0.0009674050
194901,-0.031639,0.0027,2.7952,-1.8810,-0.8964,0.8324028584,0.0117,-1.3733,0.0233,-0.0044,0.0132976714,-0.0041493776,0.0082,-0.0035,-2.7774,0.0013129862
194902,0.033981,-0.0316,2.7372,-1.8280,-0.8918,0.8615509072,0.0117,-1.3867,0.0231,-0.0011,0.0172190437,-0.0083333333,0.0049,-0.0068,-2.7197,0.0014096786
194903,-0.018691,0.0340,2.7494,-1.8449,-0.8873,0.9017504235,0.0117,-1.4000,0.0227,-0.0067,0.0146589662,0.0000000000,0.0074,-0.0043,-2.7322,0.0011208941
194904,-0.029423,-0.0187,2.7108,-1.8207,-0.8766,0.9174997127,0.0117,-1.3933,0.0227,0.0012,0.0152887455,0.0042016807,0.0011,-0.0106,-2.6973,0.0004992706
194905,0.001744,-0.0294,2.6592,-1.7799,-0.8660,0.9485626039,0.0117,-1.3867,0.0227,0.0019,0.0169014375,-0.0041841004,0.0019,-0.0098,-2.6459,0.0010076601
194906,0.062732,0.0017,2.6438,-1.7750,-0.8557,0.9538884243,0.0117,-1.3800,0.0217,-0.0083,0.0168124176,0.0042016807,0.0167,0.0050,-2.6306,0.0016978117
194907,0.021800,0.0627,2.6909,-1.8366,-0.8478,0.9077989995,0.0102,-1.3700,0.0216,0.0066,0.0195114004,-0.0083682008,0.0033,-0.0069,-2.6844,0.0006408809
194908,0.027415,0.0218,2.6963,-1.8499,-0.8399,0.8938766372,0.0104,-1.3600,0.0210,-0.0074,0.0194408008,0.0042194093,0.0111,0.0007,-2.6898,0.0010735364
194909,0.029780,0.0274,2.7132,-1.8747,-0.8321,0.8750205468,0.0107,-1.3500,0.0212,0.0032,0.0233434075,0.0042016807,-0.0011,-0.0118,-2.7068,0.0015475937
194910,0.020738,0.0298,2.7359,-1.9136,-0.7907,0.8425662129,0.0105,-1.2933,0.0212,0.0048,0.0222332996,-0.0083682008,0.0019,-0.0086,-2.7043,0.0006135020
194911,0.050984,0.0207,2.7056,-1.9248,-0.7502,0.8337248760,0.0108,-1.2367,0.0212,0.0000,0.0236431599,0.0042194093,0.0021,-0.0087,-2.6750,0.0009088615
194912,0.019703,0.0510,2.7176,-1.9774,-0.7105,0.7964292839,0.0110,-1.1800,0.0209,-0.0197,0.0271755847,-0.0084033613,0.0052,-0.0058,-2.6880,0.0004732395
195001,0.019603,0.0197,2.7051,-1.9874,-0.7090,0.7914168195,0.0107,-1.1867,0.0215,0.0098,0.0271022330,-0.0042372881,-0.0061,-0.0168,-2.6964,0.0009891530
195002,0.008185,0.0196,2.7063,-1.9902,-0.7074,0.7849980338,0.0112,-1.1933,0.0214,-0.0014,0.0254916448,0.0000000000,0.0021,-0.0091,-2.6977,0.0004260143
195003,0.045887,0.0082,2.7017,-1.9872,-0.7059,0.8255277845,0.0112,-1.2000,0.0215,0.0014,0.0292913420,0.0042553191,0.0008,-0.0104,-2.6931,0.0006243025
195004,0.046902,0.0459,2.7372,-2.0077,-0.7210,0.7964974714,0.0115,-1.2467,0.0214,-0.0038,0.0263975189,0.0000000000,0.0030,-0.0085,-2.7287,0.0007140107
195005,-0.054224,0.0469,2.7673,-2.0232,-0.7356,0.7613463432,0.0116,-1.2933,0.0213,-0.0041,0.0285722636,0.0042372881,0.0033,-0.0083,-2.7588,0.0006412630
195006,0.016981,-0.0542,2.6990,-1.9408,-0.7498,0.8134474678,0.0115,-1.3400,0.0216,0.0048,0.0303966588,0.0042194093,-0.0025,-0.0140,-2.6907,0.0058557165
195007,0.048063,0.0170,2.6991,-1.9259,-0.7377,0.8123209169,0.0116,-1.3567,0.0214,0.0014,0.0301173474,0.0126050420,0.0055,-0.0061,-2.6636,0.0031102500
195008,0.059466,0.0481,2.6956,-1.9351,-0.7263,0.7843408494,0.0120,-1.3733,0.0214,0.0024,0.0295508723,0.0082987552,0.0014,-0.0106,-2.6614,0.0010756051
